v2a1,hacdor,rooms,hacapo,v14a,refrig,v18q,v18q1,r4h1,r4h2,r4h3,r4m1,r4m2,r4m3,r4t1,r4t2,r4t3,tamhog,tamviv,head_escolari,head_rez_esc,hhsize,paredblolad,paredzocalo,paredpreb,pareddes,paredmad,paredzinc,paredfibras,paredother,pisomoscer,pisocemento,pisoother,pisonatur,pisonotiene,pisomadera,techozinc,techoentrepiso,techocane,techootro,cielorazo,abastaguadentro,abastaguafuera,abastaguano,public,planpri,noelec,coopele,sanitario1,sanitario2,sanitario3,sanitario5,sanitario6,energcocinar1,energcocinar2,energcocinar3,energcocinar4,elimbasu1,elimbasu2,elimbasu3,elimbasu4,elimbasu5,elimbasu6,epared1,epared2,epared3,etecho1,etecho2,etecho3,eviv1,eviv2,eviv3,dis,male,female,estadocivil1,estadocivil2,estadocivil3,estadocivil4,estadocivil5,estadocivil6,estadocivil7,parentesco2,parentesco3,parentesco4,parentesco5,parentesco6,parentesco7,parentesco8,parentesco9,parentesco10,parentesco11,parentesco12,hogar_nin,hogar_adul,hogar_mayor,hogar_total,dependency,edjefe,edjefa,meaneduc,instlevel1,instlevel2,instlevel3,instlevel4,instlevel5,instlevel6,instlevel7,instlevel8,instlevel9,bedrooms,overcrowding,tipovivi1,tipovivi2,tipovivi3,tipovivi4,tipovivi5,computer,television,mobilephone,qmobilephone,lugar1,lugar2,lugar3,lugar4,lugar5,lugar6,area1,area2,head_age,SQBescolari,SQBage,SQBhogar_total,SQBedjefe,SQBhogar_nin,SQBovercrowding,SQBdependency,SQBmeaned,agesq,Target,age_min,age_max,age_mean,age_sum,age_std,escolari_min,escolari_max,escolari_mean,escolari_sum,escolari_std,rez_esc_min,rez_esc_max,rez_esc_mean,rez_esc_sum,rez_esc_std,children_ratio,rooms_per_person,educ_overcrowding,dependency_educ
120000.0,0,4,0,1,1,1,1.0,0,2,2,0,1,1,0,3,3,3,3,6,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0.5,6.0,0.0,6.666666499999999,0,0,1,0,0,0,0,0,0,2,1.5,0,0,1,0,0,0,1,1,3,1,0,0,0,0,0,1,0,69,36,4761,9,36,0,2.25,0.25,44.444443,4761,4,33,69,54.666666666666664,164,19.087517736293876,6,8,6.666666666666667,20,1.1547005383792515,0.0,0.0,0.0,0.0,0.0,0.0,1.3333288889037036,9.999999749999999,3.3333332499999995
100000.0,0,5,0,1,1,0,0.0,0,1,1,0,1,1,0,2,2,2,2,8,0.0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0.0,8.0,0.0,9.5,0,0,0,1,0,0,0,0,0,2,1.0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,35,64,1225,4,64,0,1.0,0.0,90.25,1225,4,28,35,31.5,63,4.949747468305833,8,11,9.5,19,2.1213203435596424,0.0,0.0,0.0,0.0,0.0,0.0,2.4999875000625,9.5,0.0
0.0,0,5,0,1,1,0,0.0,0,4,4,0,1,1,0,5,5,5,5,11,0.0,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,5,0.25,11.0,0.0,5.25,0,0,0,0,1,0,0,0,0,3,1.6666666,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,56,121,3136,25,121,1,2.7777777,0.0625,27.5625,3136,4,19,56,37.0,185,16.1245154965971,0,11,4.2,21,4.43846820423443,0.0,0.0,0.0,0.0,0.0,0.0,0.9999980000040001,8.749999650000001,1.3125
80000.0,0,4,0,1,1,0,0.0,0,2,2,0,1,1,0,3,3,3,3,8,0.0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0.5,8.0,0.0,7.0,0,0,0,1,0,0,0,0,0,2,1.5,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,37,64,1369,9,64,1,2.25,0.25,49.0,1369,4,15,37,29.333333333333332,88,12.42309676905615,6,8,7.333333333333333,22,1.1547005383792517,0.0,0.0,0.0,0.0,0.0,0.0,1.3333288889037036,10.5,3.5
90000.0,0,5,0,1,1,1,1.0,0,1,1,0,1,1,0,2,2,2,2,9,0.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0.0,0.0,9.0,11.0,0,0,0,1,0,0,0,0,0,2,1.0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,44,81,1936,4,0,0,1.0,0.0,121.0,1936,4,24,44,34.0,68,14.142135623730951,9,13,11.0,22,2.8284271247461903,0.0,0.0,0.0,0.0,0.0,0.0,2.4999875000625,11.0,0.0
0.0,0,8,0,1,1,1,1.0,0,2,2,0,1,1,0,3,3,3,3,15,0.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,2.0,0.0,15.0,15.5,0,0,0,0,0,0,0,1,0,3,1.0,1,0,0,0,0,1,0,1,3,1,0,0,0,0,0,1,0,76,225,5776,9,0,1,1.0,4.0,240.25,5776,4,15,76,45.0,135,30.512292604784715,8,16,13.0,39,4.358898943540674,0.0,0.0,0.0,0.0,0.0,0.0,2.666657777807407,15.5,31.0
0.0,0,4,0,1,1,0,0.0,0,1,1,0,1,1,0,2,2,2,2,17,0.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,8.0,17.0,0.0,10.0,0,0,0,0,0,0,0,1,0,2,1.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,69,289,4761,4,289,0,1.0,64.0,100.0,4761,4,69,94,81.5,163,17.67766952966369,3,17,10.0,20,9.899494936611665,0.0,0.0,0.0,0.0,0.0,0.0,1.9999900000499997,10.0,80.0
0.0,0,5,0,1,1,1,1.0,0,1,1,1,1,2,1,2,3,3,3,11,0.0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0.5,11.0,0.0,13.5,0,0,0,0,1,0,0,0,0,2,1.5,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,48,121,2304,9,121,1,2.25,0.25,182.25,2304,4,8,48,33.666666666666664,101,22.27853974867593,2,16,9.666666666666666,29,7.094598884597588,0.0,0.0,0.0,0.0,0.0,0.3333322222259259,1.6666611111296294,20.25,6.75
120000.0,0,5,0,1,1,0,0.0,0,1,1,1,2,3,1,3,4,4,4,11,0.0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,4,1.0,11.0,0.0,11.0,0,0,0,0,1,0,0,0,0,2,2.0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,42,121,1764,16,121,4,4.0,1.0,121.0,1764,2,8,44,27.0,108,18.65475810617763,2,11,8.0,32,4.242640687119285,0.0,0.0,0.0,0.0,0.0,0.24999937500156252,1.2499968750078125,22.0,11.0
168000.0,0,5,0,1,1,0,0.0,1,1,2,0,2,2,1,3,4,4,4,7,0.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,4,1.0,0.0,7.0,9.0,0,0,0,1,0,0,0,0,0,3,1.3333334,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,37,49,1369,16,0,4,1.7777778999999998,1.0,81.0,1369,4,10,37,24.0,96,14.491376746189438,2,11,6.5,26,3.696845502136472,0.0,1.0,0.25,1.0,0.5,0.24999937500156252,1.2499968750078125,12.0000006,9.0
40000.0,0,1,0,0,0,0,0.0,0,1,1,0,0,0,0,1,1,1,1,7,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,8.0,7.0,0.0,7.0,0,0,0,1,0,0,0,0,0,1,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,71,49,5041,1,49,0,1.0,64.0,49.0,5041,2,71,71,71.0,71,0.0,7,7,7.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999900000999989,7.0,56.0
155000.0,0,3,0,1,1,0,0.0,0,1,1,0,1,1,0,2,2,2,2,14,0.0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0.0,0.0,14.0,10.0,0,0,0,0,0,0,0,1,0,1,2.0,0,0,1,0,0,0,1,1,2,1,0,0,0,0,0,1,0,30,196,900,4,0,0,4.0,0.0,100.0,900,4,29,30,29.5,59,0.7071067811865476,6,14,10.0,20,5.656854249492381,0.0,0.0,0.0,0.0,0.0,0.0,1.4999925000374998,20.0,0.0
0.0,0,6,0,1,1,1,2.0,0,2,2,0,1,1,0,3,3,3,3,14,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0.5,0.0,14.0,13.0,0,0,0,0,0,0,0,1,0,3,1.0,1,0,0,0,0,1,1,1,3,1,0,0,0,0,0,1,0,55,196,3025,9,0,0,1.0,0.25,169.0,3025,4,26,70,50.333333333333336,151,22.368132093076824,11,14,13.0,39,1.7320508075688772,0.0,0.0,0.0,0.0,0.0,0.0,1.9999933333555555,13.0,6.5
0.0,0,6,0,1,1,0,0.0,0,0,0,0,1,1,0,1,1,1,1,9,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,8.0,0.0,9.0,9.0,0,0,0,1,0,0,0,0,0,3,0.33333334,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,71,81,5041,1,0,0,0.11111112,64.0,81.0,5041,2,71,71,71.0,71,0.0,9,9,9.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.999940000599993,3.0000000599999996,72.0
200000.0,0,3,0,1,1,0,0.0,1,1,2,1,2,3,2,3,5,5,5,9,0.0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,5,0.66666669,9.0,0.0,9.0,0,0,0,1,0,0,0,0,0,2,2.5,0,0,1,0,0,0,0,1,5,1,0,0,0,0,0,1,0,29,81,841,25,81,4,6.25,0.44444448,81.0,841,4,1,60,26.2,131,22.53219918250325,0,9,6.4,32,3.9749213828703582,0.0,0.0,0.0,0.0,0.0,0.39999920000160005,0.5999988000024,22.5,6.00000021
0.0,0,6,0,1,1,0,0.0,1,1,2,0,2,2,1,3,4,4,4,15,0.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,4,1.0,15.0,0.0,14.0,0,0,0,0,0,0,0,1,0,2,2.0,1,0,0,0,0,1,1,1,2,1,0,0,0,0,0,1,0,45,225,2025,16,225,1,4.0,1.0,196.0,2025,4,7,74,41.5,166,27.452990122510638,0,15,10.5,42,7.14142842854285,0.0,0.0,0.0,0.0,0.0,0.24999937500156252,1.499996250009375,28.0,14.0
350000.0,0,6,0,1,1,1,3.0,0,1,1,0,2,2,0,3,3,3,3,16,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0.5,16.0,0.0,16.5,0,0,0,0,0,0,0,1,0,3,1.0,0,1,0,0,0,0,1,1,4,1,0,0,0,0,0,1,0,57,256,3249,9,256,1,1.0,0.25,272.25,3249,4,17,57,38.0,114,20.074859899884732,10,17,14.333333333333334,43,3.7859388972001824,0.0,0.0,0.0,0.0,0.0,0.0,1.9999933333555555,16.5,8.25
270000.0,0,6,0,1,1,0,0.0,1,1,2,0,1,1,1,2,3,3,3,14,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0.5,0.0,14.0,14.0,0,0,0,0,0,0,0,1,0,3,1.0,0,0,1,0,0,1,1,1,2,1,0,0,0,0,0,1,0,41,196,1681,9,0,1,1.0,0.25,196.0,1681,4,8,44,31.0,93,19.974984355438178,1,14,9.666666666666666,29,7.505553499465135,0.0,0.0,0.0,0.0,0.0,0.3333322222259259,1.9999933333555555,14.0,7.0
300000.0,0,7,0,1,1,1,1.0,0,1,1,0,2,2,0,3,3,3,3,13,0.0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0.0,0.0,13.0,14.333332999999998,0,0,0,0,0,0,0,1,0,4,0.75,0,0,1,0,0,1,1,1,3,1,0,0,0,0,0,1,0,60,169,3600,9,0,0,0.5625,0.0,205.44444,3600,4,29,60,40.0,120,17.349351572897472,13,15,14.333333333333334,43,1.1547005383792515,0.0,0.0,0.0,0.0,0.0,0.0,2.333325555581481,10.749999749999999,0.0
