v2a1,hacdor,rooms,hacapo,v14a,refrig,v18q,v18q1,r4h1,r4h2,r4h3,r4m1,r4m2,r4m3,r4t1,r4t2,r4t3,tamhog,tamviv,escolari,rez_esc,hhsize,paredblolad,paredzocalo,paredpreb,pareddes,paredmad,paredzinc,paredfibras,paredother,pisomoscer,pisocemento,pisoother,pisonatur,pisonotiene,pisomadera,techozinc,techoentrepiso,techocane,techootro,cielorazo,abastaguadentro,abastaguafuera,abastaguano,public,planpri,noelec,coopele,sanitario1,sanitario2,sanitario3,sanitario5,sanitario6,energcocinar1,energcocinar2,energcocinar3,energcocinar4,elimbasu1,elimbasu2,elimbasu3,elimbasu4,elimbasu5,elimbasu6,epared1,epared2,epared3,etecho1,etecho2,etecho3,eviv1,eviv2,eviv3,dis,male,female,estadocivil1,estadocivil2,estadocivil3,estadocivil4,estadocivil5,estadocivil6,estadocivil7,parentesco1,parentesco2,parentesco3,parentesco4,parentesco5,parentesco6,parentesco7,parentesco8,parentesco9,parentesco10,parentesco11,parentesco12,idhogar,hogar_nin,hogar_adul,hogar_mayor,hogar_total,dependency,edjefe,edjefa,meaneduc,instlevel1,instlevel2,instlevel3,instlevel4,instlevel5,instlevel6,instlevel7,instlevel8,instlevel9,bedrooms,overcrowding,tipovivi1,tipovivi2,tipovivi3,tipovivi4,tipovivi5,computer,television,mobilephone,qmobilephone,lugar1,lugar2,lugar3,lugar4,lugar5,lugar6,area1,area2,age,SQBescolari,SQBage,SQBhogar_total,SQBedjefe,SQBhogar_nin,SQBovercrowding,SQBdependency,SQBmeaned,agesq,Target
90000.0,1,2,0,1,1,0,0.0,0,2,2,0,2,2,0,4,4,4,4,11,0.0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6893e65ca,2,2,1,4,3.0,0.0,10.0,17.0,0,0,0,0,1,0,0,0,0,1,4.0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,19,121,361,16,0,4,16.0,9.0,289.0,361,4
90000.0,1,2,0,1,1,0,0.0,0,2,2,0,2,2,0,4,4,4,4,10,0.0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6893e65ca,2,2,1,4,3.0,0.0,10.0,17.0,0,0,0,1,0,0,0,0,0,1,4.0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,50,100,2500,16,0,4,16.0,9.0,289.0,2500,4
215000.0,0,4,0,1,1,0,0.0,0,1,1,0,1,1,0,2,2,2,2,12,0.0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,d29058053,0,2,0,2,0.0,15.0,0.0,13.5,0,0,0,0,0,0,1,0,0,2,1.0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,22,144,484,4,225,0,1.0,0.0,182.25,484,4
215000.0,0,4,0,1,1,0,0.0,0,1,1,0,1,1,0,2,2,2,2,15,0.0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,d29058053,0,2,0,2,0.0,15.0,0.0,13.5,0,0,0,0,0,0,0,1,0,2,1.0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,26,225,676,4,225,0,1.0,0.0,182.25,676,4
150000.0,0,3,0,1,1,0,0.0,0,1,1,0,1,1,0,2,2,2,2,4,0.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ec0e8edce,0,2,2,2,8.0,4.0,0.0,10.0,0,1,0,0,0,0,0,0,0,1,2.0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,69,16,4761,4,16,0,4.0,64.0,100.0,4761,4
150000.0,0,3,0,1,1,0,0.0,0,1,1,0,1,1,0,2,2,2,2,16,0.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ec0e8edce,0,2,2,2,8.0,4.0,0.0,10.0,0,0,0,0,0,0,0,1,0,1,2.0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,66,256,4356,4,16,0,4.0,64.0,100.0,4356,4
100000.0,1,1,1,0,1,0,0.0,0,2,2,0,1,1,0,3,3,3,3,6,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3e16fab89,0,3,0,3,0.0,6.0,0.0,10.333333,0,0,1,0,0,0,0,0,0,1,3.0,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,1,0,41,36,1681,9,36,0,9.0,0.0,106.77777,1681,4
100000.0,1,1,1,0,1,0,0.0,0,2,2,0,1,1,0,3,3,3,3,13,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3e16fab89,0,3,0,3,0.0,6.0,0.0,10.333333,0,0,0,0,0,0,0,1,0,1,3.0,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,1,0,20,169,400,9,36,0,9.0,0.0,106.77777,400,4
100000.0,1,1,1,0,1,0,0.0,0,2,2,0,1,1,0,3,3,3,3,12,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3e16fab89,0,3,0,3,0.0,6.0,0.0,10.333333,0,0,0,0,0,0,1,0,0,1,3.0,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,1,0,40,144,1600,9,36,0,9.0,0.0,106.77777,1600,4
0.0,0,5,0,1,1,0,0.0,0,1,1,0,0,0,0,1,1,1,1,15,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1e84a2ac8,0,1,0,1,0.0,15.0,0.0,15.0,0,0,0,0,0,0,0,1,0,2,0.5,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,44,225,1936,1,225,0,0.25,0.0,225.0,1936,4
120000.0,0,4,0,1,1,1,1.0,0,2,2,0,1,1,0,3,3,3,3,6,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,759df0194,0,3,1,3,0.5,6.0,0.0,6.666666499999999,0,0,1,0,0,0,0,0,0,2,1.5,0,0,1,0,0,0,1,1,3,1,0,0,0,0,0,1,0,69,36,4761,9,36,0,2.25,0.25,44.444443,4761,4
120000.0,0,4,0,1,1,1,1.0,0,2,2,0,1,1,0,3,3,3,3,6,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,759df0194,0,3,1,3,0.5,6.0,0.0,6.666666499999999,0,0,1,0,0,0,0,0,0,2,1.5,0,0,1,0,0,0,1,1,3,1,0,0,0,0,0,1,0,62,36,3844,9,36,0,2.25,0.25,44.444443,3844,4
120000.0,0,4,0,1,1,1,1.0,0,2,2,0,1,1,0,3,3,3,3,8,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,759df0194,0,3,1,3,0.5,6.0,0.0,6.666666499999999,0,0,0,1,0,0,0,0,0,2,1.5,0,0,1,0,0,0,1,1,3,1,0,0,0,0,0,1,0,33,64,1089,9,36,0,2.25,0.25,44.444443,1089,4
100000.0,0,5,0,1,1,0,0.0,0,1,1,0,1,1,0,2,2,2,2,8,0.0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,f2fcf00fd,0,2,0,2,0.0,8.0,0.0,9.5,0,0,0,1,0,0,0,0,0,2,1.0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,35,64,1225,4,64,0,1.0,0.0,90.25,1225,4
100000.0,0,5,0,1,1,0,0.0,0,1,1,0,1,1,0,2,2,2,2,11,0.0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,f2fcf00fd,0,2,0,2,0.0,8.0,0.0,9.5,0,0,0,0,1,0,0,0,0,2,1.0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,28,121,784,4,64,0,1.0,0.0,90.25,784,4
0.0,0,5,0,1,1,0,0.0,0,4,4,0,1,1,0,5,5,5,5,1,0.0,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,cb6bb28dd,1,4,0,5,0.25,11.0,0.0,5.25,0,1,0,0,0,0,0,0,0,3,1.6666666,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,28,1,784,25,121,1,2.7777777,0.0625,27.5625,784,4
0.0,0,5,0,1,1,0,0.0,0,4,4,0,1,1,0,5,5,5,5,11,0.0,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,cb6bb28dd,1,4,0,5,0.25,11.0,0.0,5.25,0,0,0,0,1,0,0,0,0,3,1.6666666,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,56,121,3136,25,121,1,2.7777777,0.0625,27.5625,3136,4
0.0,0,5,0,1,1,0,0.0,0,4,4,0,1,1,0,5,5,5,5,6,0.0,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,cb6bb28dd,1,4,0,5,0.25,11.0,0.0,5.25,0,0,1,0,0,0,0,0,0,3,1.6666666,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,30,36,900,25,121,1,2.7777777,0.0625,27.5625,900,4
0.0,0,5,0,1,1,0,0.0,0,4,4,0,1,1,0,5,5,5,5,0,0.0,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,cb6bb28dd,1,4,0,5,0.25,11.0,0.0,5.25,1,0,0,0,0,0,0,0,0,3,1.6666666,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,19,0,361,25,121,1,2.7777777,0.0625,27.5625,361,4
0.0,0,5,0,1,1,0,0.0,0,4,4,0,1,1,0,5,5,5,5,3,0.0,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,cb6bb28dd,1,4,0,5,0.25,11.0,0.0,5.25,0,1,0,0,0,0,0,0,0,3,1.6666666,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,52,9,2704,25,121,1,2.7777777,0.0625,27.5625,2704,4
80000.0,0,4,0,1,1,0,0.0,0,2,2,0,1,1,0,3,3,3,3,6,0.0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,cbf24a06c,1,2,0,3,0.5,8.0,0.0,7.0,0,0,1,0,0,0,0,0,0,2,1.5,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,36,36,1296,9,64,1,2.25,0.25,49.0,1296,4
80000.0,0,4,0,1,1,0,0.0,0,2,2,0,1,1,0,3,3,3,3,8,0.0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,cbf24a06c,1,2,0,3,0.5,8.0,0.0,7.0,0,0,0,1,0,0,0,0,0,2,1.5,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,15,64,225,9,64,1,2.25,0.25,49.0,225,4
